Hotel ID,Hotel Picture,Hotel Name,Hotel Exname,Country and Destination,Accommodation Type,Hotel Category,Recommendation,Own Rating,Own Texts
18615,,Olympic Regina,,Itálie » Jižní Tyrolsko - Trentino » Dolomity Superski » Val di Fiemme / Obereggen,Hotel,3.0,0,0,0
18620,,Samui Paradise,,Thajsko » Koh Samui,Hotel,4.0,0,0,0
18627,https://i.ccdn.cz/acm/59/864307/l0.jpg,Sun Siyam Vilu Reef,Sun Aqua Vilu Reef Maldives,Maledivy » Dhaalu Atoll,Hotel,4.0,0,0,0
18634,https://i.ccdn.cz/acm/108/858423/l0.jpg,Ametiszt,,Maďarsko » Jižní Maďarsko » Harkány,Hotel,3.0,0,0,0
18636,https://i.ccdn.cz/acm/14/334116/l0.jpg,Bergfried,,Rakousko » Horní Rakousy » Dachstein West » Hallstatt,Hotel,3.0,0,0,0
18639,https://i.ccdn.cz/acm/247/884225/l0.jpg,Európa Fit,,Maďarsko » Balaton » Hévíz,Hotel,4.0,0,0,0
18646,,Parkhotel Kašperské hory (ex.Parkhotel Tosch),,Česká republika » Šumava,Hotel,4.0,0,0,0
18651,https://i.ccdn.cz/acm/102/832720/l0.jpg,Svornost,,Česká republika » Krkonoše » Harrachov,Hotel,3.0,0,0,0
18655,https://i.ccdn.cz/acm/157/862622/l0.jpg,Wasserfall,,Rakousko » Salzbursko » Kaprun - Zell am See,Hotel,3.0,0,0,0
18656,,Wiesenhof,,Rakousko » Tyrolsko » Stubai,Hotel,3.0,0,0,0
18658,https://i.ccdn.cz/acm/27/395643/l0.jpg,Zlatá Hvězda,,Česká republika » Jižní Čechy » Lázně Třeboň,Hotel,4.0,0,0,0
18676,,Pordoi,,Itálie » Jižní Tyrolsko - Trentino » Dolomity Superski » Arabba / Marmolada,Hotel,2.0,0,0,0
18679,https://i.ccdn.cz/acm/80/815825/l0.jpg,Gran Garbi,,Španělsko » Španělsko pevnina » Costa Brava » Lloret de Mar,Hotel,4.0,0,0,0
18688,,Astral Village,,Izrael » Rudé moře,Hotel,4.0,0,0,0
18756,,Kaprun - jednodenní lyžování,,Rakousko » Salzbursko » Kaprun - Zell am See,Hotel,,0,0,0
18759,,Adamello Resort,,Itálie » Jižní Tyrolsko - Trentino » Skirama Dolomiti » Ponte di Legno,Rezidence,4.0,0,0,0
18760,,Marilleva 1400,,Itálie » Jižní Tyrolsko - Trentino » Skirama Dolomiti » Marilleva / Folgarida,Rezidence,0.0,0,0,0
18767,https://i.ccdn.cz/acm/30/864172/l0.jpg,Biancaneve,,Itálie » Lombardie » Italské Alpy » Aprica,Rezidence,3.0,0,0,0
18768,,Rezidence Ernesto I. a II.,,Itálie » Lombardie » Italské Alpy » Aprica,Rezidence,3.0,0,0,0
18780,,Polatti,,Itálie » Lombardie » Italské Alpy » Aprica,Rezidence,2.0,0,0,0
18793,,Oasis Park,,Španělsko » Španělsko pevnina » Costa Brava » Lloret de Mar,Hotel,4.0,0,0,0
18795,,Hotel Myhr,,Česká republika » Jižní Morava » Lednicko-valtický areál,Hotel,4.0,0,0,0
18796,,Hotel Panw,,Česká republika » Jižní Morava » Lázně Blansko,Hotel,3.0,0,0,0
18797,,Penzion Sies,,Česká republika » Jižní Morava,Hotel,3.0,0,0,0
18798,,Penzion Uhr,,Česká republika » Střední Morava » Moravský kras,Hotel,0.0,0,0,0
18801,,Raiw,,Česká republika » Západočeské lázně » Karlovy Vary,Penzion,0.0,0,0,0
18802,,Sportovní víkend Oščadnica,,,Hotel,3.0,0,0,0
18803,,Hotel Tommy,,Česká republika » Východní Čechy » Náchodsko,Hotel,3.0,0,0,0
18813,,"Škola DID – Berlín, Mnichov",,Německo,Hotel,0.0,0,0,0
18816,,Škola EC – Brighton – teenager,,Velká Británie,Hotel,0.0,0,0,0
18817,,Škola EC – Brighton,,Velká Británie,Hotel,0.0,0,0,0
18818,,Škola EC – Cambridge – teenager,,Velká Británie,Hotel,0.0,0,0,0
18819,,Škola EC – Cambridge,,Velká Británie,Hotel,0.0,0,0,0
18820,,Škola EC – Londýn,,Velká Británie » Londýn,Hotel,0.0,0,0,0
18821,,Inlingua Salzburg,,Rakousko » Štýrsko,Hotel,0.0,0,0,0
18823,,Škola LAL – Torbay – teenager,,Velká Británie » Severní Anglie,Hotel,0.0,0,0,0
18824,,Škola LAL – Torbay,,Velká Británie » Severní Anglie,Hotel,0.0,0,0,0
18825,,Jazykový pobyt - škola Sprachcaffe,,Malta » Bugibba,Hotel,0.0,0,0,0
18867,https://i.ccdn.cz/acm/65/743542/l0.jpg,Euro,,Slovensko,Apartmány,0.0,0,0,0
18869,,Kouzelná Paříž,,Francie » Paříž,Hotel,,0,0,0
18872,,Kúpele Smokovec- wellness víkend,,Slovensko » Tatry » Vysoké Tatry,Hotel,0.0,0,0,0
18873,,Malý okruh Čínou,,Čína,Hotel,0.0,0,0,0
18893,,Sophia,,Itálie » Friuli - Venezia Giulia » Lignano,Apartmány,,0,0,0
18894,https://i.ccdn.cz/acm/111/886164/l0.jpg,Rubino,,Itálie » Adriatická riviéra » Lido di Jesolo,Apartmány,3.0,0,0,0
18895,,Mirage,,Itálie » Friuli - Venezia Giulia » Lignano,Vila,2.0,0,0,0
18896,https://i.ccdn.cz/acm/72/884876/l0.jpg,Majestic,,Itálie » Palmová riviéra » Marche » Pesaro,Hotel,3.0,0,0,0
18931,,Rezidence La Casina,,Itálie » Jižní Tyrolsko - Trentino » Skirama Dolomiti » Marilleva / Folgarida,Rezidence,,0,0,0
18940,,Hotel Fedaia,,Itálie » Jižní Tyrolsko - Trentino » Dolomity Superski » Val di Fassa / Carezza,Hotel,3.0,0,0,0
18941,,Pohádkové zámky Bavorska,,Německo,Hotel,,0,0,0
18944,https://i.ccdn.cz/acm/240/814260/l0.jpg,Selectum Family Resort Side,Silence Beach Resort,Turecko » Turecká riviéra » Side » Kizilagac,Hotel,5.0,0,0,0
18957,,Aparthotel Acuasol,,Španělsko » Španělsko pevnina » Costa del Azahar » Peniscola,Penzion,3.0,0,0,0
18959,,Aparthotel Bolero,,Španělsko » Španělsko ostrovy » Baleáry » Mallorca,-,3.0,0,0,0
18965,https://i.ccdn.cz/acm/156/397768/l0.jpg,Al Sole,,Itálie » Jižní Tyrolsko - Trentino » Dolomity Superski » Val di Fassa / Carezza,Hotel,3.0,0,0,0
18968,https://i.ccdn.cz/acm/484/884397/l0.jpg,Koggala Beach,,Srí Lanka » Koggala,Hotel,3.0,0,0,0
18985,https://i.ccdn.cz/acm/12/823679/l0.jpg,Sierra Sharm,,Egypt » Sharm El Sheikh » Shark´s Bay,Hotel,4.5,0,0,0
18986,,Bona Vista,,Španělsko » Španělsko ostrovy » Baleáry » Mallorca » S'Illot,Hotel,2.0,0,0,0
18987,,Gran Hotel Peníscola,,Španělsko » Španělsko pevnina » Costa del Azahar » Peniscola,Hotel,4.0,0,0,0
19001,,Apartmány No name,,Chorvatsko » Severní Dalmácie » Vodice,Apartmány,,0,0,0
19018,,Villas Kornati,,Chorvatsko » Severní Dalmácie » Šibenik,Apartmány,4.0,0,0,0
19020,https://i.ccdn.cz/acm/52/749979/l0.jpg,Solaris Beach Resort Hotel Jure,,Chorvatsko » Severní Dalmácie » Šibenik » Solaris,Hotel,4.0,0,0,0
19025,,Hostin,,Chorvatsko » Severní Dalmácie » Rastovac,Apartmány,3.0,0,0,0
19030,https://i.ccdn.cz/acm/84/876141/l0.jpg,Hedera,,Chorvatsko » Istrie » Rabac,Hotel,4.0,0,0,0
19039,https://i.ccdn.cz/acm/484/890129/l0.jpg,Grand Hotel Slavia,,Chorvatsko » Střední Dalmácie » Baška Voda,Hotel,4.0,0,0,0
19044,,Abama Resort,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Tenerife » Guía de Isora,Hotel,5.0,0,0,0
19045,https://i.ccdn.cz/acm/484/857007/l0.jpg,Globales Acuario,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Tenerife » Puerto de la Cruz,Hotel,2.0,0,0,0
19051,,Akropol Resort & Spa,,Turecko » Turecká riviéra » Alanya » Oba,-,4.0,0,0,0
19055,https://i.ccdn.cz/acm/11/858891/l0.jpg,The Club Barbados Resort & Spa,,Barbados,Hotel,4.0,0,0,0
19066,,Apollo,,Řecko » Řecko ostrovy » Kréta » Kréta jih » Plakias,Studia,3.0,0,0,0
19069,https://i.ccdn.cz/acm/289/759488/l0.jpg,Arona Gran Hotel,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Tenerife » Playa de las Américas,Hotel,4.0,0,0,0
19070,,Asara Villa & Suite,,Thajsko » Hua Hin,Hotel,5.0,0,0,0
19072,,Bangkok Marriott Resort & Spa,,Thajsko » Bangkok,Hotel,5.0,0,0,0
19074,https://i.ccdn.cz/acm/11/884614/l0.jpg,Barcelo Fuerteventura Mar,Barceló Fuerteventura Thalasso Spa,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Fuerteventura » Caleta de Fuste,Hotel,4.0,0,0,0
19075,,Barcelo Lanzarote Mar,Occidental Lanzarote Mar,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Lanzarote » Costa Teguise,Hotel,4.0,0,0,0
19076,https://i.ccdn.cz/acm/484/889224/l0.jpg,Club Hotel Riu Paraiso Lanzarote Resort,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Lanzarote » Puerto del Carmen,Hotel,4.0,0,0,0
19079,https://i.ccdn.cz/acm/17/34723/l0.jpg,Allegro Isora,Barceló Varadero,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Tenerife » Puerto de Santiago,Hotel,4.0,0,0,0
19080,,Bay View Beach Resort,,Malajsie » Penang,Hotel,3.0,0,0,0
19081,https://i.ccdn.cz/acm/184/860585/l0.jpg,Beaches Negril Spa & Beach Resort,,Jamajka » Negril,Hotel,5.0,0,0,0
19082,,Beaches Sandy Bay,,Jamajka » Negril,Hotel,3.0,0,0,0
19084,https://i.ccdn.cz/acm/289/447229/l0.jpg,Berjaya Langkawi Beach & Spa Resort,,Malajsie » ostrov Langkawi,Hotel,5.0,0,0,0
19085,,Berjaya Tioman Beach Resort,,Malajsie » Tioman,Hotel,5.0,0,0,0
19091,https://i.ccdn.cz/acm/143/459056/l0.jpg,Ville Corinthia,,Chorvatsko » Kvarner » ostrov Krk » Baška,Apartmány,3.0,0,0,0
19093,https://i.ccdn.cz/acm/289/881184/l0.jpg,BlueBay Grand Esmeralda,,Mexiko » Playa del Carmen,Hotel,5.0,0,0,0
19096,https://i.ccdn.cz/acm/80/884846/l0.jpg,Bora Bora Pearl Beach Resort & Spa,,Francouzská Polynésie,Bungalovy,5.0,0,0,0
19097,https://i.ccdn.cz/acm/289/881797/l0.jpg,Barceló Corralejo Bay,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Fuerteventura » Corralejo,Hotel,4.0,0,0,0
19098,,Brisamar,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Fuerteventura » Corralejo,Hotel,3.0,0,0,0
19101,,Caesars Palace,,Spojené státy americké,Hotel,5.0,0,0,0
19105,,Caribe,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Tenerife » Playa de las Américas,Apartmány,3.0,0,0,0
19108,https://i.ccdn.cz/acm/108/875228/l0.jpg,San Marino komplex,,Chorvatsko » Kvarner » ostrov Rab » Lopar,Hotel,3.0,0,0,0
19110,https://i.ccdn.cz/acm/484/887687/l0.jpg,Castillo San Jorge & Antigua,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Fuerteventura » Caleta de Fuste,Hotel,3.0,0,0,0
19111,https://i.ccdn.cz/acm/17/34729/l0.jpg,Castillo Playa,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Fuerteventura » Caleta de Fuste,Apartmány,2.0,0,0,0
19112,https://i.ccdn.cz/acm/484/877086/l0.jpg,Catalonia Oro Negro,,Španělsko » Španělsko ostrovy » Kanárské ostrovy » Tenerife » Playa de las Américas,Hotel,3.0,0,0,0
